wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,bplace_continent,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,dplace_continent,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,region,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi,occupation_rank,occupation_rank_unique,birthyear_rank,birthyear_rank_unique,bplace_country_rank,bplace_country_rank_unique,bplace_name_rank,bplace_name_rank_unique,deathyear_rank,deathyear_rank_unique,dplace_country_rank,dplace_country_rank_unique,dplace_name_rank,dplace_name_rank_unique,id
q621548,2972425,Turhan_Hatice_Sultan,Turhan Hatice Sultan,POLITICIAN,17.6694990748917,F,,False,28,26.2624616881876,,,,,,,1627-01-01,1627,Istanbul,41.01,28.9602777778,3391396,Turkey,,1683-07-05,1683,,,,False,8.50639534757662,392,126878,2.09996373783809,68.7514860965989,924,924,3,3,,,,,2,2,137,137,23,23,2972425
q437197,3715355,Safiye_Sultan,Safiye Sultan,POLITICIAN,18.926050587718,F,,False,30,27.9544808948728,Sofia,42.7,23.33,57644,Bulgaria,,1550-01-01,1550,Istanbul,41.01,28.9602777778,3391396,Turkey,,,1619,,,,False,13.1073050323591,469,166286,1.57214326103199,74.3819865182894,337,337,2,2,3,3,1,1,1,1,67,67,15,15,3715355
q13420049,22396540,Nakşidil_Sultan,Nakşidil Sultan,POLITICIAN,11.5235765164291,F,,False,19,22.57809062402,Caucasus,42.26111111,44.12111111,39282,,,1768-12-19,1768,Constantinople,41.01388889,28.95555556,3391396,Turkey,,1817-08-22,1817,,Ottoman,,False,6.78816716767537,251,12800,1.79341479503636,56.4910739520457,5332,5332,16,16,,,2,2,15,15,366,366,110,110,22396540
q2745815,22395473,Gülnuş_Sultan,Gülnuş Sultan,POLITICIAN,6.83681638441844,F,,False,21,23.5350002593377,Rethymno,35.36666667,24.46666667,33752387,Greece,,1642-01-01,1642,Constantinople,41.01388889,28.95555556,3391396,Turkey,,1715-11-06,1715,,Ottoman,,False,7.40502566683441,377,18476,1.93827939941065,59.6753641089708,3585,3585,6,6,226,226,1,1,10,10,290,290,91,91,22395473
q2999351,22396132,Mihrişah_Sultan,Mihrişah Sultan,POLITICIAN,8.11671181015627,F,,False,18,21.9416631324886,Georgia (country),42,43.5,48768,Georgia,,1745-01-01,1745,Constantinople,41.01388889,28.95555556,3391396,,,1805-10-16,1805,,Ottoman,,False,7.17755935437203,274,6087,1.72275690305666,54.37324618432,6739,6739,21,21,51,51,5,5,14,14,,,136,136,22396132
q232981,447685,Aelia_Eudoxia,Aelia Eudoxia,POLITICIAN,1.05935598423912,F,,False,30,23.327501560051,,,,,,,0301-01-01,301,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0404-10-06,404,,Eastern Roman Empire,,False,7.05802815489899,1718,9097,2.66930127142657,58.9848745984393,3925,3925,2,2,,,,,2,2,309,309,97,97,447685
q235603,2015106,Aelia_Flaccilla,Aelia Flaccilla,COMPANION,3.68689666999143,F,,False,21,21.9583810348702,Spain,40,-4,26667,Spain,,0356-03-31,356,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0386-01-01,386,,,,False,6.70320296264585,1663,4203,2.14315866074535,54.428878032964,438,438,1,1,606,606,14,14,3,3,424,424,135,135,2015106
q2631107,14466834,Helena_Lekapene,Helena Lekapene,POLITICIAN,1.2156834470512,F,,False,17,20.7309413872533,,,,,,,0910-01-01,910,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0961-09-19,961,,Eastern Roman Empire,,False,5.92306527972646,1109,2237,1.99167621233024,50.3443502532553,9474,9474,11,11,,,,,3,3,520,520,173,173,14466834
q270611,5601022,Irene_of_Montferrat,Irene of Montferrat,COMPANION,1.55161730719962,F,,False,19,22.3568849087227,Casale Monferrato,45.13333333,8.45,2654752,Italy,,1274-01-01,1274,Constantinople,41.01388889,28.95555556,3391396,Turkey,,,1317,,Byzantium,,False,8.25379836603057,745,3954,1.67986796902697,55.7549718626952,395,395,5,5,1596,1596,3,3,4,4,391,391,122,122,5601022
q508645,16051265,Euphemia_(empress),Euphemia,POLITICIAN,59.7562183536579,F,,False,18,22.4173583089839,,,,,,,0500-01-01,500,Constantinople,41.01388889,28.95555556,3391396,Turkey,,,523,,Eastern Roman Empire,,False,9.02502370233392,1519,3293,1.4131678585995,55.9562080568983,5702,5702,21,21,,,,,4,4,382,382,118,118,16051265
q260119,2950414,Eudokia_Ingerina,Eudokia Ingerina,POLITICIAN,1.09438504296964,F,,False,22,21.4048858460687,,,,,,,0840-01-01,840,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0882-01-01,882,,Eastern Roman Empire,,False,5.10829857840093,1179,4675,2.64271929709426,52.587022525865,8023,8023,10,10,,,,,6,6,476,476,155,155,2950414
q61127,5341022,Kösem_Sultan,Kösem Sultan,POLITICIAN,24.6566425079236,F,,False,41,29.3990422943051,Tinos,37.6,25.13333333,,Greece,,1590-09-02,1590,Constantinople,41.01388889,28.95555556,3391396,Turkey,,1651-09-02,1651,,Ottoman,,False,13.364894989036,429,479107,1.9453870917106,79.1890262590475,124,124,2,2,20,20,1,1,1,1,26,26,2,2,5341022
q218215,679408,Zoe_Karbonopsina,Zoe Karbonopsina,POLITICIAN,5.54113040533012,F,,False,27,23.579054407961,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0900-01-01,900,Constantinople,41.01224,28.976018,3391396,Turkey,,1000-01-01,1000,Eastern Roman Empire,,,False,9.13544638369696,1119,6090,1.88558654089148,59.8219622689802,3509,3509,16,16,361,361,71,71,4,4,288,288,90,90,679408
q41659,215814,Zoë_Porphyrogenita,Zoë Porphyrogenita,POLITICIAN,0,F,,False,46,26.7010285843321,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0978-01-01,978,Constantinople,41.01224,28.976018,3391396,Turkey,,1050-06-01,1050,Eastern Roman Empire,,,False,11.4763942410025,1041,39587,2.47437271050129,70.2108968904741,717,717,2,2,106,106,11,11,2,2,108,108,23,23,215814
q2658379,14820961,Helena_Kantakouzene,Helena Kantakouzene,POLITICIAN,4.41828665450015,F,,False,19,22.1635058217841,Byzantine Empire,41,28.96666667,3391396,Turkey,,1333-01-01,1333,Constantinople,41.01388889,28.95555556,3391396,Turkey,,,1396,,,,False,7.88793721749016,686,3646,1.71655530009052,55.111467920038,6242,6242,1,1,525,525,39,39,3,3,404,404,127,127,14820961
q232329,2001108,Licinia_Eudoxia,Licinia Eudoxia,COMPANION,3.22220157097393,F,,False,22,23.3311864856872,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0422-01-01,422,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0493-01-01,493,Eastern Roman Empire,Eastern Roman Empire,,False,7.23980117613893,1597,12367,2.04575101264592,58.9971368560228,282,282,1,1,384,384,76,76,2,2,308,308,96,96,2001108
q231919,300459,Pulcheria,Pulcheria,COMPANION,0,F,,False,38,24.971771558296,Constantinople,41.01361111,28.955,3391396,Turkey,,0399-01-19,399,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0453-07-01,453,,Eastern Roman Empire,,False,8.73602383990228,1620,19329,2.6927555494849,64.456480879215,129,129,1,1,251,251,55,55,2,2,214,214,74,74,300459
q284188,23907267,Ilona_Zrínyi,Ilona Zrínyi,POLITICIAN,3.94285285522473,F,,False,20,22.8026211688499,İzmit,40.76666667,29.91666667,3391396,Turkey,,1643-01-01,1643,Nicomedia,40.7666666667,29.9166666667,3391396,Turkey,,1703-02-18,1703,,,,False,4.63954917933667,376,32002,2.48165552460924,57.2382400139628,4869,4869,11,11,440,440,1,1,9,9,343,343,8,8,23907267
q80764,30576657,Mihrimah_Sultan,Mihrimah Sultan,COMPANION,1.55885919886028,F,,False,34,28.4444305439996,Constantinople,41.01388889,28.95555556,3391396,Turkey,,1522-03-21,1522,Constantinople,41.01388889,28.95555556,3391396,Turkey,,1578-01-25,1578,Ottoman,Ottoman,,False,12.5362822573691,497,248363,1.76251582034869,76.0123827307652,14,14,1,1,44,44,2,2,1,1,51,51,6,6,30576657
q41666,74216,Theodora_Porphyrogenita_(11th_century),Theodora Porphyrogenita,POLITICIAN,0,F,,False,41,25.3794918892998,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0984-01-01,984,Constantinople,41.01388889,28.95555556,3391396,Turkey,,1056-08-31,1056,Eastern Roman Empire,Eastern Roman Empire,,False,9.79815217836973,1035,21155,2.87072203690958,65.8132441396901,1497,1497,1,1,215,215,46,46,2,2,187,187,61,61,74216
q291231,4421904,Maria_Komnene_(daughter_of_Manuel_I),Maria Komnene,POLITICIAN,17.7343243895279,F,,False,17,20.9643075238193,Constantinople,41.01388889,28.95555556,3391396,Turkey,,1152-03-01,1152,Constantinople,41.01388889,28.95555556,3391396,Turkey,,1182-07-01,1182,Eastern Roman Empire,,,False,6.29555697630219,867,2334,1.85899943525944,51.1209183472532,9002,9002,1,1,681,681,129,129,4,4,508,508,167,167,4421904
q238023,2285933,Flavia_Julia_Constantia,Flavia Julia Constantia,POLITICIAN,4.82118194517084,F,,False,22,22.3237224188241,Trier,49.75,6.63333333,30317,Germany,,0290-01-01,290,Constantinople,41.01388889,28.95555556,3391396,Turkey,,0330-01-01,330,,,,False,7.43503643635673,1729,4113,1.96515192835353,55.6446176701302,5910,5910,6,6,1502,1502,5,5,4,4,394,394,124,124,2285933
q2423137,39314624,Hatice_Sultan_(daughter_of_Selim_I),Hatice Sultan,POLITICIAN,1.93880575253905,F,,False,27,27.4772983681652,Istanbul,41.01361111,28.955,3391396,Turkey,,1496-01-01,1496,Istanbul,41.01,28.9602777778,3391396,Turkey,,1538-01-01,1538,,,,False,11.6191773881835,523,151428,1.53794477272967,72.7940752184443,446,446,1,1,75,75,9,9,1,1,80,80,20,20,39314624
q623135,4645444,Bezmiâlem_Sultan,Bezmiâlem Sultan,POLITICIAN,6.38144257811536,F,,False,19,22.1190044384595,Georgia (country),42,43.5,48768,Georgia,,1807-01-01,1807,Constantinople,41.01388889,28.95555556,3391396,Turkey,,,1853,,Ottoman,,False,6.23006556039994,212,11450,1.89335893939661,54.9633815055428,6347,6347,12,12,45,45,3,3,17,17,408,408,129,129,4645444
q80454,37715040,Şah_Sultan_(daughter_of_Selim_I),Şah Sultan,POLITICIAN,3.35303792609554,F,,False,19,25.1475843522619,Manisa,38.63055556,27.42222222,1328854,Turkey,,1509-01-01,1509,Constantinople,41.01388889,28.95555556,3391396,Turkey,,,1572,Ottoman,Ottoman,,False,9.73570859528804,510,35665,1.2939657045759,65.0415297998492,1677,1677,3,3,236,236,5,5,8,8,203,203,71,71,37715040
q240610,3823589,Euphemia,Euphemia,RELIGIOUS FIGURE,25.2299670082296,F,,False,21,23.7453865893325,Chalcedon,40.98333333,29.03333333,154245,Turkey,,0289-01-01,289,Chalcedon,40.9833333333,29.0333333333,3391396,Turkey,,0304-09-16,304,,,,False,7.06965728470954,1730,20018,1.90134510278428,60.3754627337815,747,747,3,3,343,343,3,3,10,10,282,282,3,3,3823589
q164294,143102,Saint_Anne,Saint Anne,RELIGIOUS FIGURE,0,F,,False,62,29.1614407432051,Sepphoris,32.74555556,35.27861111,1388694,Israel,,0100-01-01 BC,-100,Sepphoris,32.74555556,35.27861111,1388694,Israel,,0100-01-01,100,,,,False,10.152998074166,2119,447244,3.39436883123798,78.3983640559368,55,55,5,5,2,2,1,1,6,6,8,8,1,1,143102
q466627,1031954,Tarsila_do_Amaral,Tarsila do Amaral,PAINTER,84.5837393149971,F,,False,15,21.3444107696854,"Capivari, São Paulo",-22.995,-47.507778,61402992,Brazil,,1886-09-01,1886,São Paulo,-23.55,-46.63333333,390875,Brazil,,1973-01-17,1973,,Brazil,,False,1.5799654601597,133,270492,2.77912081621136,52.3857807540621,853,853,96,96,1297,1297,,,102,102,91,91,21,21,1031954
q26876,5422144,Taylor_Swift,Taylor Swift,SINGER,0,F,taylorswift13,True,99,21.5753009707162,"Reading, Pennsylvania",40.34166667,-75.92638889,131393,United States,,1989-12-13,1989,,,,,,,,,United States,,,False,5.69531376787827,30,2030446,6.18073650596351,53.1541097240475,1413,1413,7,7,2529,2529,3,3,,,,,,,5422144
q230563,436146,Irene_Papas,Irene Papas,ACTOR,119.587562380933,F,,True,42,26.3847723944794,Chiliomodi,37.80833333,22.87,1431875,Greece,,1929-09-03,1929,,,,,,,,,,,,False,8.03603603746957,90,81896,2.8706436585841,69.1584971285257,129,129,20,20,72,72,1,1,,,,,,,436146
q263914,36254629,Milica_Mandić,Milica Mandić,ATHLETE,7.70953851750613,F,,True,19,13.0284459164321,Belgrade,44.81666667,20.46666667,55904,Serbia,,1991-12-06,1991,,,,,,,,,Yugoslavia,,,False,6.10228677545691,28,3859,1.89572249319104,24.7129012571815,14508,14508,433,433,310,310,97,97,,,,,,,36254629
q62922,9571707,Katrin_Wagner-Augustin,Katrin Wagner-Augustin,ATHLETE,1.2517533023675,F,,True,15,12.9954466643958,Brandenburg an der Havel,52.41666667,12.53333333,158980,Germany,,1977-10-13,1977,,,,,,,,,East Germany,,,False,4.30389276002858,42,1727,2.09592155507029,24.6030902681739,14514,14514,663,663,3665,3665,10,10,,,,,,,9571707
q262275,36586379,Shin_A-lam,Shin A-lam,ATHLETE,4.69658027674371,F,,True,16,12.9901238991284,Geumsan County,36.10305557,127.4888889,178,"Korea, South",,1986-09-23,1986,,,,,,,,,,,,False,5.01298673574638,33,4179,2.14715058124998,24.5853778025209,14517,14517,760,760,120,120,1,1,,,,,,,36586379
q242766,4683141,Natasa_Dusev-Janics,Natasa Dusev-Janics,ATHLETE,2.77002900223446,F,,True,21,13.8832025313461,Bačka Palanka,45.25,19.39999962,113288,Serbia,,1982-06-24,1982,,,,,,,,,,,,False,4.21202199159352,37,5277,2.41709810673479,27.557258733563,14306,14306,601,601,289,289,1,1,,,,,,,4683141
q1275419,5493898,Natasha_Klauss,Natasha Klauss,ACTOR,108.731996799997,F,natasha_klauss,True,16,15.780290611638,Cali,3.42055556,-76.52222222,283965,Colombia,,1975-06-25,1975,,,,,,,,,Colombia,,,False,2.13773026114731,44,103692,2.8958311517504,33.8701629806689,6892,6892,332,332,118,118,8,10,,,,,,,5493898
q168543,38870894,Lupe_Fuentes,Lupe Fuentes,ACTOR,4.58373028074171,F,lupefuentes,True,26,14.7569455462829,Cali,3.42055556,-76.52222222,283965,Colombia,,1987-01-27,1987,,,,,,,,,Colombia,,,False,2.22006906907788,32,103482,4.06119436317814,30.464796895431,7599,7599,415,415,142,142,12,14,,,,,,,38870894
q584782,19928192,Ximena_Duque,Ximena Duque,ACTOR,1.81773250694444,F,ximenaduque,True,17,15.2203634083803,Cali,3.42055556,-76.52222222,283965,Colombia,,1985-01-30,1985,,,,,,,,,Colombia,,,False,2.83503208427104,34,109193,2.52129698741828,32.0069037802992,7311,7311,387,387,132,132,11,13,,,,,,,19928192
q461046,23391805,Olja_Ivanjicki,Olja Ivanjicki,PAINTER,1.51396523376644,F,,False,19,19.2648112474381,Pančevo,44.87055556,20.64027778,219108,Serbia,,1931-10-05,1931,Belgrade,44.81666667,20.46666667,55904,Serbia,,2009-06-24,2009,,,,False,3.46884195208851,88,5495,2.59352512072302,45.4655366216683,3870,3870,275,275,155,155,1,1,198,198,104,104,73,73,23391805
q232975,2492613,Anastasia_of_Sirmium,Anastasia of Sirmium,RELIGIOUS FIGURE,52.347105039585,F,,False,22,24.6554971184227,Rome,41.88333333,12.5,25458,Italy,,0281-01-01,281,Sirmium,44.98333333,19.61666667,283953,Serbia,,0304-12-25,304,Rome,Rome,,False,7.99276651611868,1719,30801,1.65178456985236,63.4040203870168,593,593,10,10,755,755,176,176,9,9,14,14,3,3,2492613
q458610,35129828,Olivera_Despina,Olivera Despina,COMPANION,4.0347570341608,F,,False,16,23.5183621201641,Kruševac,43.58333333,21.31666667,283912,Serbia,,1372-01-01,1372,,,,,Serbia,,1444-01-01,1444,,,,False,6.58108707986407,647,20383,1.22209163849766,59.6199976868504,262,262,4,4,51,51,2,2,5,5,,,,,35129828
q1280792,1896329,Desanka_Maksimović,Desanka Maksimović,WRITER,150.389605225209,F,,False,24,21.9028119569435,Valjevo,44.26666667,19.88333333,18293059,Serbia,,1898-05-16,1898,"Belgrade, FR Yugoslavia",44.81666667,20.46666667,55904,Serbia,,1993-02-11,1993,,,,False,3.54478277318265,121,45412,3.2130246464932,54.2439618597536,1896,1896,81,81,84,84,1,1,68,68,,,,,1896329
q47496,467626,Marina_Abramović,Marina Abramović,ARTIST,1.06510252425116,F,,True,41,25.1405258173335,Belgrade,44.81666667,20.46666667,55904,Serbia,,1946-11-30,1946,,,,,,,,,Yugoslavia,,,False,6.30481102108016,73,462689,3.43482847121474,65.0180412462124,21,21,39,39,26,26,6,6,,,,,,,467626
q255820,1940809,Draga_Mašin,Draga Mašin,COMPANION,1.67980448061054,F,,False,23,23.1431105166518,Gornji Milanovac,44.02416667,20.46,283891,Serbia,,1864-09-11,1864,Belgrade,44.81666667,20.46666667,55904,Serbia,,1903-06-11,1903,,Serbia,,False,6.39801370673286,155,28658,2.09824902826364,58.371279998855,586,587,37,37,56,56,1,1,18,18,30,30,19,19,1940809
q235264,25834099,Maya_Sar,Maya Sar,SINGER,1.22512246918675,F,,True,23,14.768364672263,Tuzla,44.53805556,18.67611111,524638,Bosnia and Herzegovina,,1981-07-12,1981,,,,,,,,,,,,False,6.84790314623381,38,3298,2.28312246942525,30.5027961057189,14070,14070,526,526,143,143,8,8,,,,,,,25834099
q235583,4972685,Princess_Anastasia_of_Montenegro,Princess Anastasia of Montenegro,COMPANION,6.08623483094274,F,,False,19,22.6932934065482,Cetinje,42.38,18.92,7803,Montenegro,,1868-01-04,1868,Antibes,43.5808,7.1239,230124,France,,1935-11-25,1935,,France,,False,6.24265296004647,151,26851,1.96532132554681,56.8744320800397,5108,5108,54,54,11,11,4,4,41,41,1622,1622,4,4,4972685
q226738,1119806,Princess_Zorka_of_Montenegro,Princess Zorka of Montenegro,COMPANION,2.66396260533333,F,,False,21,22.9363179860318,Cetinje,42.38,18.92,277568,Montenegro,,1864-12-23,1864,Cetinje,42.3933333333,18.9219444444,7803,Montenegro,,1890-03-16,1890,Ottoman,,,False,6.57005917231554,155,25814,2.04317920634611,57.6831403924851,4611,4611,42,42,10,10,3,3,20,20,4,4,2,2,1119806
q242284,8344244,Princess_Helen_of_Serbia,Princess Helen of Serbia,COMPANION,1.84122345076061,F,,False,20,22.3128760781649,Cetinje,42.38,18.92,277568,Montenegro,,1884-10-23,1884,Nice,43.7034,7.2663,47088,France,,1962-10-16,1962,Austria,France,,False,4.98499587457381,135,31753,2.2157787175674,55.6085245067583,5931,5931,57,57,15,15,6,6,55,55,1839,1839,27,27,8344244
q229449,736554,Severina_(singer),Severina,SINGER,10.0455174683135,F,severina,True,29,19.9087126095825,"Split, Croatia",43.51,16.45,18952408,Croatia,,1972-04-21,1972,,,,,,,,,Yugoslavia,,,False,6.86330056473427,47,99776,2.31922561768675,47.6082350477597,2686,2686,77,77,155,155,14,14,,,,,,,736554
q22928445,49533582,Nina_Kraljić,Nina Kraljić,SINGER,10.1250852695104,F,ninakraljic,True,27,14.1612513940572,Lipovljani,45.4,16.89,7527662,Croatia,,1992-04-04,1992,,,,,,,,,,,,False,7.57899030524325,27,5102,2.16195727898922,28.4825166931416,7910,7910,272,272,317,317,1,1,,,,,,,49533582
q263983,2622090,Đurđica_Bjedov,Đurđica Bjedov,SWIMMER,1.92681304416151,F,,True,18,19.3622196588727,"Split, Croatia",43.51,16.45,18952408,Croatia,,1947-04-05,1947,,,,,,,,,Yugoslavia,,,False,6.5550607231698,72,3636,1.58819884869452,45.7896807563754,11605,11605,331,331,172,172,20,20,,,,,,,2622090
q232031,6476991,Margaret_of_Hungary_(saint),Margaret of Hungary,RELIGIOUS FIGURE,5.33267989843435,F,,False,25,23.6813880474904,Klis,43.56666667,16.51666667,5600090,Croatia,,1242-01-27,1242,Margaret Island,47.53333333,19.05,36787,Hungary,,1270-01-18,1270,,,,False,5.50279845027464,777,28060,2.43968673115849,60.1624959923842,756,756,1,1,33,33,1,1,4,4,46,46,1,1,6476991
q263959,339385,Vanna_(singer),Vanna,SINGER,2.56861373531127,F,,True,26,17.0283893860289,Koprivnica,46.15,16.81666667,6794,Hungary,,1970-09-01,1970,,,,,,,,,,,,False,4.94488340504757,49,10978,2.51058033120359,38.0234377471457,1658,1658,288,288,236,236,1,1,,,,,,,339385
q538125,171737,Maria_Christina_of_Austria,Maria Christina of Austria,POLITICIAN,1.00966011404224,F,,False,42,24.5476889729687,Brno,42.9,16.6166667,57575,Czechia,,1858-07-21,1858,Royal Palace of Madrid,40.417974,-3.714302,41188263,Spain,,1929-02-06,1929,,,,False,5.35031595892966,161,93001,4.00596884943837,63.0452692534351,2242,2242,18,18,20,20,6,6,16,16,156,156,2,2,171737
q385880,7097497,Svetlana_Velmar-Janković,Svetlana Velmar-Janković,WRITER,34.8082915159299,F,,False,17,19.1725502478931,,44.81666667,20.46666667,283883,Serbia,,1933-02-01,1933,Belgrade,44.81666667,20.46666667,55904,Serbia,,2014-04-09,2014,,,,False,3.99130898020099,86,4583,2.47281304373446,45.1585214324839,3912,3912,257,257,,,,,263,263,105,105,74,74,7097497
q236878,520915,Ivana_Kobilca,Ivana Kobilca,PAINTER,41.9722883897202,F,,False,25,21.6040981177509,Ljubljana,46.05555556,14.50833333,42374,Slovenia,,1861-12-20,1861,Kingdom of Yugoslavia,44.82055556,20.46222222,42374,Serbia,,1926-12-04,1926,Austria,,,False,5.4759467816682,158,7905,2.36676734245336,53.2499374474457,788,788,54,54,32,32,8,8,46,46,70,70,1,1,520915
q237541,703942,Veronica_Guerin,Veronica Guerin,JOURNALIST,1.64140147517086,F,,False,51,20.2746508992064,Dublin,53.35,-6.26666667,8504,Ireland,,1958-07-05,1958,Newlands Cross,53.313,-6.391,8504,Ireland,,1996-06-26,1996,Ireland,,,False,4.2598949472044,61,34916,4.65787106280087,48.8259609966732,1179,1179,95,95,134,134,37,37,136,136,47,47,1,1,703942
q240652,13464663,Éva_Marton,Éva Marton,SINGER,5.54786164132081,F,,True,16,19.7138728608129,Budapest,47,29,36787,Hungary,,1943-06-18,1943,,,,,,,,,Hungary,,,False,5.07923464965596,76,7708,1.92630479049034,46.9598704882591,871,871,295,295,42,42,148,148,,,,,,,13464663
q257427,4369636,Márta_Mészáros,Márta Mészáros,FILM DIRECTOR,57.2289061653883,F,,True,20,21.9479901955273,Budapest,47,29,36787,Hungary,,1931-09-19,1931,,,,,,,,,Hungary,,,False,6.38605844684991,88,14314,1.73397769053938,54.3943006327369,333,333,116,116,14,14,71,71,,,,,,,4369636
q18778,3021120,Tímea_Nagy,Tímea Nagy,ATHLETE,1.79671186052984,F,,True,19,14.9230342595,Budapest,47,29,36787,Hungary,,1970-08-22,1970,,,,,,,,,Hungary,,,False,4.04841734898872,49,3966,2.6654262363049,31.0174871758438,1113,1113,520,520,65,65,210,210,,,,,,,3021120
