wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,bplace_continent,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,dplace_continent,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,region,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi,occupation_rank,occupation_rank_unique,birthyear_rank,birthyear_rank_unique,bplace_country_rank,bplace_country_rank_unique,bplace_name_rank,bplace_name_rank_unique,deathyear_rank,deathyear_rank_unique,dplace_country_rank,dplace_country_rank_unique,dplace_name_rank,dplace_name_rank_unique,id
q372750,1805117,"Claude_Victor-Perrin,_Duc_de_Belluno","Claude Victor-Perrin, Duc de Belluno",MILITARY PERSONNEL,5.02247360151117,M,,False,28,23.2633975749775,Lamarche,48.0692,5.7825,15931467,France,,1764-12-07,1764,Paris,48.8567,2.3508,22989,France,,1841-03-01,1841,,France,,False,7.34168858156591,255,13094,2.37556496479025,58.7715569755882,440,440,5,5,1287,1287,1,1,10,10,1328,1328,579,579,1805117
q128743,161132,Barthélemy_Catherine_Joubert,Barthélemy Catherine Joubert,MILITARY PERSONNEL,74.5576200622888,M,,False,20,22.4725442821126,Pont-de-Vaux,46.432,4.938,2770247,France,,1769-04-14,1769,Novi Ligure,44.76166667,8.79055556,2976560,Italy,,1799-08-15,1799,,,,False,7.54460689197643,250,7826,1.66310308928261,56.1398493794938,592,592,15,15,1669,1669,1,1,19,19,1507,1507,1,1,161132
q169549,217704,Zebulon_Pike,Zebulon Pike,MILITARY PERSONNEL,3.18220583338219,M,,False,18,17.3737155445772,"Lamington, New Jersey",40.66083333,-74.7175,4386397,United States,,1779-01-05,1779,"York, Upper Canada",43.6525,-79.38166667,242679,Canada,,1813-04-27,1813,,,,False,1.5116872861804,240,3479,3.82449454820489,39.1725730959909,1174,1174,24,24,7847,7847,1,1,31,31,133,133,1,1,217704
q367042,182661,Lazare_Hoche,Lazare Hoche,MILITARY PERSONNEL,6.48015626170903,M,,False,22,22.703839358806,"Versailles, Yvelines",48.8053,2.135,22989,France,,1768-06-24,1768,Wetzlar,50.5666666667,8.5,393006,Germany,,1797-09-19,1797,,,,False,5.11947778829629,251,21071,1.98531019242611,56.9095256465904,536,536,15,15,1559,1559,13,13,13,13,1102,1102,1,1,182661
q381854,85768,Casimir_Pulaski,Casimir Pulaski,MILITARY PERSONNEL,2.86686535507504,M,,False,22,23.475407061545,Warsaw,52.23333333,21.01666667,32908,Poland,,1745-03-04,1745,"Savannah, Georgia",32.01666667,-81.11666667,84493,United States,,1779-10-11,1779,Poland-Lithuania,,,False,3.41905452030485,274,138446,2.86525581860375,59.4770569479317,405,405,9,9,220,220,21,21,7,7,995,995,1,1,85768
q298784,330232,Jacques_MacDonald,Jacques MacDonald,MILITARY PERSONNEL,0,M,,False,31,24.4968491101836,"Sedan, Ardennes",49.7025,4.9411,175688,France,,1765-11-17,1765,Beaulieu-sur-Loire,47.5433,2.8178,502996,France,,1840-09-25,1840,,,,False,8.38663229661764,254,25237,2.12721195876759,62.8760904003114,266,266,6,6,789,789,2,2,8,8,823,823,1,1,330232
q58745,6311049,Georg_Stumme,Georg Stumme,MILITARY PERSONNEL,83.3646131757633,M,,False,22,22.3924266097335,Halberstadt,51.89583333,11.04666667,582933,Germany,,1886-07-29,1886,El Alamein,30.83333333,28.95,57602,Egypt,,1942-10-24,1942,Germany,,,False,6.90164697407358,133,14962,2.21242366851184,55.8732433112335,605,605,63,63,1458,1458,2,2,63,63,164,164,1,1,6311049
q254323,381369,Christine_Jorgensen,Christine Jorgensen,MILITARY PERSONNEL,1.26952870637158,F,,False,20,19.750236478102,The Bronx,40.83722222,-73.88611111,3338,United States,,1926-05-30,1926,"San Clemente, California",33.43777778,-117.62027778,107832,United States,,1989-05-03,1989,United States,,,False,2.35734755033626,93,22152,3.42658683752615,47.0808770121044,1087,1087,233,233,4617,4617,62,62,146,146,3319,3319,1,1,381369
q269989,2195653,Lady_Triệu,Lady Triệu,MILITARY PERSONNEL,7.06712427273601,F,,False,17,22.1902591002109,Yên Định District,20.0436,105.6551,15526392,Vietnam,,0225-01-01,225,,,,,,,,248,,,,False,2.7461000534782,1794,62687,2.78802255908416,55.2004943003936,647,647,5,5,33,33,1,1,4,4,,,,,2195653
q312495,1017681,Andrei_Grechko,Andrei Grechko,MILITARY PERSONNEL,0,M,,False,35,23.5526760674272,"Kuybyshevsky District, Rostov Oblast",47.81833333,38.90833333,32657786,Russia,,1903-10-04,1903,Moscow,55.75,37.61666667,19004,Russia,,1976-04-26,1976,,Soviet Union,,False,5.29805181420787,116,53338,3.34040880548936,59.734183562384,393,393,55,55,341,341,1,1,41,41,312,312,163,163,1017681
q367718,259114,George_Maniakes,George Maniakes,MILITARY PERSONNEL,1.32926134489923,M,,False,28,23.7005383905564,Macedonia (region),41,22,19078,Greece,,,998,Thessaloniki,40.633333,22.95,40471,Greece,,1043-01-01,1043,,,,False,8.10505326502633,1021,9398,2.18145133625879,60.2262222280455,375,375,1,1,210,210,1,1,1,1,138,138,9,9,259114
q361194,465851,Hannibal_Gisco,Hannibal Gisco,MILITARY PERSONNEL,1.08707267126657,M,,False,21,22.734580539218,Carthage,36.8528,10.3233,6555,Tunisia,,0300-01-01 BC,-300,,,,,,,0260-01-01 BC,-260,Carthage,,,False,9.01435161174376,2319,3954,1.67778646434072,57.0118224932155,531,531,15,15,35,35,13,13,8,8,,,,,465851
q378439,391084,Cao_Ren,Cao Ren,MILITARY PERSONNEL,1.23495137631694,M,,False,20,24.2983354566212,Han dynasty,34.15583333,108.94638889,43460,China,,0168-01-01,168,,,,,,,0223-05-06,223,,,,False,5.56532643279298,1851,60598,1.86106644959104,62.2155002570801,288,288,2,2,202,202,23,23,4,4,,,,,391084
q77416,24040923,Remus_von_Woyrsch,Remus von Woyrsch,MILITARY PERSONNEL,2.30724011892587,M,,False,15,20.4887185792954,Province of Silesia,51.11666667,17.03333333,378862,Poland,,1847-02-04,1847,Weimar Republic,52.51666667,13.4,33685,,,1920-08-06,1920,Prussia,,,False,5.96721880418834,172,3582,1.48698814750773,49.5383099808035,998,998,45,45,564,564,3,3,63,63,,,4,4,24040923
q445106,5162203,"Prince_Emanuele_Filiberto,_Duke_of_Aosta","Prince Emanuele Filiberto, Duke of Aosta",MILITARY PERSONNEL,2.72390087489374,M,,False,27,23.2893871863048,Genoa,44.41111111,8.93277778,47332321,Italy,,,1869,Turin,45.07916667,7.67611111,19450529,Italy,,1931-07-04,1931,,Italy,,False,5.75487287072875,150,36950,2.5449492805035,58.8580421153314,435,435,34,34,1209,1209,20,20,29,29,1204,1204,26,26,5162203
q112009,9810546,Michael_von_Melas,Michael von Melas,MILITARY PERSONNEL,15.3770235785387,M,,False,17,21.6516968254855,Transylvania,46.76666667,23.58333333,30853,Romania,,1729-05-12,1729,Týnec nad Labem,50.04555556,15.35694444,14922772,Czechia,,1806-05-31,1806,,,,False,6.90112297581761,290,5052,1.64147001023963,53.4083307699993,760,760,13,13,125,125,3,3,29,29,110,110,1,1,9810546
q1389020,8439213,Maksim_Purkayev,Maksim Purkayev,MILITARY PERSONNEL,3.90323910466501,M,,False,18,20.4380044343662,,,,,,,1894-08-14,1894,Moscow,55.75,37.61666667,19004,Russia,,,,,,,False,3.3571387859923,125,14903,2.35638144545535,49.3695494766192,1007,1007,120,120,,,,,,,921,921,474,474,8439213
q462990,755363,Ion_Mihai_Pacepa,Ion Mihai Pacepa,MILITARY PERSONNEL,1.20544373483636,M,,True,17,22.2638437099307,Bucharest,44.4325,26.10388889,36877,Romania,,,1928,,,,,,,,,,,,False,6.37202061260187,91,26740,1.74059916693533,55.4453604191825,633,633,126,126,99,99,14,14,,,,,,,755363
q467451,16544,James_L._Jones,James L. Jones,MILITARY PERSONNEL,12.2346464657401,M,,True,17,17.1655280778533,"Kansas City, Missouri",39.09972222,-94.57833333,17454,United States,,1943-12-19,1943,,,,,,,,,,,,False,1.97607056459299,76,5995,3.27318675600622,38.4797915870409,1178,1178,429,429,8113,8113,34,34,,,,,,,16544
q374393,1306547,Alexander_Sergeyevich_Menshikov,Alexander Sergeyevich Menshikov,MILITARY PERSONNEL,2.16593508427506,M,,False,25,22.5796956663958,Saint Petersburg,59.9375,30.30861111,24320051,Russia,,1787-08-26,1787,Saint Petersburg,59.9375,30.30861111,24320051,Russia,,1869-05-02,1869,Russia,Russia,,False,5.06960510014726,232,22284,2.84395742623175,56.4964150213067,569,569,12,12,492,492,74,74,15,15,459,459,78,78,1306547
q295839,195975,Chūichi_Nagumo,Chūichi Nagumo,MILITARY PERSONNEL,0,M,,False,33,25.1869969672412,"Yonezawa, Yamagata",37.92225,140.11677778,183116,Japan,,1887-03-25,1887,Saipan,15.1833333333,145.75,,United States,,1944-07-06,1944,,,,True,6.46667561508103,132,153947,2.73437585715792,65.1726824158383,190,190,25,25,61,61,2,2,27,27,452,452,1,1,195975
q62191,761033,Friedrich_Graf_von_Wrangel,Friedrich Graf von Wrangel,MILITARY PERSONNEL,2.97552853497936,M,,False,19,21.9179477809393,Szczecin,53.4325,14.54805556,28456,Poland,,1784-04-13,1784,Berlin,52.5166666667,13.3833333333,3354,Germany,,1877-11-02,1877,Prussia,,,False,4.62997639405904,235,17983,2.16295282351602,54.2943290559732,705,705,24,24,389,389,7,7,22,22,1451,1451,199,199,761033
q741798,1706377,Germanus_(cousin_of_Justinian_I),Germanus,MILITARY PERSONNEL,44.0695368072497,M,,False,17,20.6944561932384,,,,,,,,505,Sofia,42.7,23.33,57644,Bulgaria,,0551-01-01,551,,,,False,5.56985983528698,1514,2460,2.00876286982985,50.2229391608311,963,963,6,6,,,,,1,1,61,61,23,23,1706377
q639120,641118,Félix_Rodríguez_(soldier),Félix Rodríguez,MILITARY PERSONNEL,3.44948755001816,M,,True,15,19.4411771470437,Havana,23.13666667,-82.35888889,49719,Cuba,,1941-05-31,1941,,,,,,,,,Cuba,,,False,3.12321383708686,78,16752,2.39078650403733,46.0524261015143,1100,1100,295,295,75,75,21,21,,,,,,,641118
q373751,1220885,Francisco_Hernández_de_Córdoba_(founder_of_Nicaragua),Francisco Hernández de Córdoba,MILITARY PERSONNEL,2.16807207931341,M,,False,19,21.8458321422425,Nicaragua,13,-85,,Nicaragua,,,1475,León Viejo,12.400556,-86.617222,13709649,Nicaragua,,1526-01-01,1526,,,,True,4.74046174425189,544,9894,2.31148653898717,54.0543512043694,722,722,12,12,8,8,1,1,10,10,6,6,1,1,1220885
q549005,1291705,Nelson_A._Miles,Nelson A. Miles,MILITARY PERSONNEL,12.0915371006648,M,,False,17,20.1482806516815,"Westminster, Massachusetts",42.54583333,-71.91111111,116967,United States,,1839-08-08,1839,"Washington, D.C.",38.90472222,-77.01638889,108956,United States,,1925-05-15,1925,,United States,,False,3.29590402424774,180,11575,2.73474022346468,48.4054411059017,1047,1047,53,53,4080,4080,1,1,87,87,2967,2967,77,77,1291705
q362936,1551237,Sosthenes_of_Macedon,Sosthenes of Macedon,MILITARY PERSONNEL,5.45844719633573,M,,False,21,22.4412091734425,Anatolia,39,35,,Turkey,,0400-01-01 BC,-400,,,,,,,0277-01-01 BC,-277,,,,False,7.67354612249441,2419,4334,1.78698835009318,56.0355761289989,594,594,28,28,489,489,11,11,1,1,,,,,1551237
q198048,317988,Zhou_Yu,Zhou Yu,MILITARY PERSONNEL,13.2384672923284,M,,False,23,26.0965437603422,Han dynasty,34.15583333,108.94638889,43460,China,,0175-01-01,175,,,,,,,0210-01-01,210,,,,False,6.4728642445139,1844,200733,1.82632394468146,68.199364135448,110,110,2,2,71,71,9,9,2,2,,,,,317988
q62103,14798983,Walter_Weiß,Walter Weiß,MILITARY PERSONNEL,107.040853202043,M,,False,16,21.9562355450771,"Sovetsk, Kaliningrad Oblast",55.08333333,21.88333333,30876002,Russia,,1890-09-05,1890,,,,,,,1967-12-21,1967,,,,False,6.57640200083046,129,13115,1.40922934932962,54.4217385270195,691,691,75,75,622,622,3,3,81,81,,,,,14798983
q580516,3225001,Jean_Maximilien_Lamarque,Jean Maximilien Lamarque,MILITARY PERSONNEL,8.49067283274479,M,,False,19,21.933767675759,Saint-Sever,43.7575,-0.5731,3216767,France,,1770-07-22,1770,Paris,48.8567,2.3508,22989,France,,1832-06-01,1832,,France,,False,4.20151776751473,249,24942,2.53529835283454,54.3469726217802,701,701,26,26,1985,1985,1,1,19,19,2075,2075,905,905,3225001
q48129,611315,Vasily_Blyukher,Vasily Blyukher,MILITARY PERSONNEL,0,M,,False,40,24.257675377723,"Rybinsky District, Yaroslavl Oblast",58.05,38.83333333,,Russia,,1889-12-01,1889,Moscow,55.75,37.61666667,19004,Russia,,1938-11-09,1938,,Soviet Union,,False,4.50830842621542,130,125157,3.97663382145906,62.0801964789207,295,295,27,27,248,248,1,1,27,27,252,252,127,127,611315
q61924,9654772,Kurt_Knispel,Kurt Knispel,MILITARY PERSONNEL,5.50201707624173,M,,False,23,24.6373650165767,Zlaté Hory,50.25472222,17.39388889,2604007,Poland,,1921-09-20,1921,Vrbovec (Znojmo District),48.79333333,16.10916667,24131619,Czechia,,1945-04-28,1945,,,,False,8.23537824734815,98,85427,1.67075298645204,63.3436825334708,247,247,31,31,133,133,1,1,56,56,38,38,1,1,9654772
q210900,74834,Pedro_de_Alvarado,Pedro de Alvarado,MILITARY PERSONNEL,0,M,,False,38,24.5279700970673,Badajoz,38.87888889,-6.96694444,58480,Spain,,,1485,Guadalajara,20.67666667,-103.3475,73209,Mexico,,1541-07-04,1541,,,,False,4.00364169856147,533,81770,3.72910707539469,62.9796511217735,262,262,7,7,205,205,1,1,5,5,25,25,1,1,74834
q3197271,55785646,Khiuaz_Dospanova,Khiuaz Dospanova,MILITARY PERSONNEL,1.26608653559694,F,,False,15,20.6732298394918,,,,,,,1922-05-15,1922,Almaty,43.2775,76.89583333,159577,Kazakhstan,,2008-05-20,2008,,,,False,2.53408640483327,97,55012,2.26551014934183,50.1523046235579,969,969,188,188,,,,,130,130,45,45,5,5,55785646
q170356,353676,Tadeusz_Bór-Komorowski,Tadeusz Bór-Komorowski,MILITARY PERSONNEL,1.40003164860894,M,,False,27,23.2688985115031,Poland,52,20,,Poland,,1895-06-01,1895,London,51.50722222,-0.1275,17867,United Kingdom,,1966-08-24,1966,,United Kingdom,,False,4.469044336782,124,83979,3.10354375074241,58.7898623383789,439,439,71,71,238,238,6,6,41,41,688,688,173,173,353676
q183109,2800283,Leosthenes,Leosthenes,MILITARY PERSONNEL,1.26671800996516,M,,False,15,21.1900284964346,Athens,37.98397222,23.72780556,1216,Greece,,0400-01-01 BC,-400,Lamia (city),38,54,512811,Turkmenistan,,0323-01-01 BC,-323,Athens,,,False,7.47866515023357,2419,1902,1.3280795237808,51.8720457732736,868,868,62,62,428,428,93,93,7,7,14,14,1,1,2800283
q18066676,44091322,Arsen_Pavlov,Arsen Pavlov,MILITARY PERSONNEL,12.8123048845501,,,False,15,15.1220732682045,,,,,,,1983-02-02,1983,Donetsk,48.00277778,37.80527778,562951,Ukraine,,2016-10-16,2016,,,,True,3.10491470092312,36,79650,2.5354203378136,31.6798255334795,1189,1189,372,372,,,,,412,412,226,226,4,4,44091322
q164948,1253395,Minamoto_no_Yorimasa,Minamoto no Yorimasa,MILITARY PERSONNEL,5.25281946630535,M,,False,16,22.1588059304256,Japan,35,136,,Japan,,1106-01-01,1106,,,,,,,1180-06-20,1180,,,,False,3.17721503899005,913,49387,2.68778180433969,55.0958281801511,654,654,3,3,493,493,126,126,5,5,,,,,1253395
q560701,1459444,Osman_Pazvantoğlu,Osman Pazvantoğlu,MILITARY PERSONNEL,1.98607500605475,M,,False,15,22.1731059873978,Vidin,44,22.86666667,296911,Bulgaria,,1758-01-01,1758,Vidin,43.9852777778,22.8763888889,296911,Bulgaria,,1807-01-27,1807,,,,False,6.2720463144341,261,12560,1.44401176477531,55.1434142101998,651,651,16,16,57,57,2,2,10,10,40,40,1,1,1459444
q61406,5406531,Heinrich_Bär,Heinrich Bär,MILITARY PERSONNEL,12.5125165579564,M,,False,16,21.6950727197485,Leipzig,51.33333333,12.38333333,17955,Germany,,1913-05-25,1913,Braunschweig,52.26666667,10.51666667,51032,Germany,,1957-04-28,1957,,,,False,5.94964843204918,106,17800,1.76417463093859,53.5526719157581,752,752,107,107,1835,1835,29,29,77,77,1569,1569,10,10,5406531
q545805,4376454,James_Paul_Moody,James Paul Moody,MILITARY PERSONNEL,1.32844516537846,M,,False,18,23.6417641490931,"Scarborough, North Yorkshire",54.2773,-0.4017,381565,United Kingdom,,1887-08-21,1887,Atlantic Ocean,0,-25,698,,,1912-04-15,1912,United Kingdom,,,False,8.87153362637401,132,28966,1.35087130753776,60.0306402925474,381,381,47,47,748,748,2,2,27,27,,,8,8,4376454
q185024,864824,Ivan_Konev,Ivan Konev,MILITARY PERSONNEL,0,M,,False,49,26.4117700545554,Podosinovsky District,60.26833333,47.07527778,,Russia,,1897-12-28,1897,Moscow,55.7558333333,37.6177777778,19004,Russia,,1973-05-21,1973,,,,False,8.69891646248979,122,161295,3.17283789577598,69.2483367330894,92,92,10,10,97,97,1,1,20,20,94,94,43,43,864824
q1251266,3118827,François_Perrier_(French_Army_officer),François Perrier,MILITARY PERSONNEL,1.7052069200323,M,,False,15,20.6000242537934,Valleraugue,44.0817,3.6425,1019710,France,,,,Montpellier,43.6119,3.8772,73369,France,,1888-02-20,1888,,France,,False,7.20397202439218,186,1923,1.1013782912153,49.9086997758609,981,981,,,2702,2702,1,1,49,49,2795,2795,10,10,3118827
q459216,2614250,Vasily_Stalin,Vasily Stalin,MILITARY PERSONNEL,5.62749065445488,M,,False,23,24.6131554397769,Moscow,55.75,37.61666667,19004,Russia,,1921-03-21,1921,Kazan,55.79638889,49.10888889,202295,Russia,,1962-03-19,1962,Russia,Soviet Union,,False,4.74327322520801,98,382410,2.54184813088689,63.2631207810735,250,250,32,32,215,215,47,47,21,21,219,219,2,2,2614250
q311265,236594,Titus_Labienus,Titus Labienus,MILITARY PERSONNEL,0,M,,False,31,23.5699452127796,Cingoli,43.36666667,13.21666667,4032093,Italy,,0100-01-01 BC,-100,,,,,,,0045-03-17 BC,-45,,,,False,5.17016858942758,2119,24348,3.21213852490534,59.7916497718719,391,391,22,22,1110,1110,2,2,1,1,,,,,236594
q48145,985755,Kirill_Meretskov,Kirill Meretskov,MILITARY PERSONNEL,0,M,,False,40,24.0498640801658,Zaraysky District,54.76666667,38.88333333,1884,Russia,,1897-06-07,1897,Moscow,55.75,37.61666667,19004,Russia,,1968-12-30,1968,,Soviet Union,,False,5.80103239172823,122,56777,3.51212718857156,61.3886667410168,326,326,39,39,280,280,1,1,28,28,273,273,141,141,985755
q63558,774725,Edwin_Freiherr_von_Manteuffel,Edwin Freiherr von Manteuffel,MILITARY PERSONNEL,2.11450827764976,M,,False,16,21.7586526422733,Dresden,51.03333333,13.73333333,37410,Germany,,1809-02-24,1809,Karlovy Vary,50.23333333,12.86666667,316657,Czechia,,1885-06-17,1885,Saxony,Austria,,False,6.4868928027691,210,8635,1.56329199333676,53.7642456255438,739,739,25,25,1793,1793,41,41,26,26,108,108,2,2,774725
